user_id,timestamp,campaign_id,source
user_158,2023-01-26 10:23:41,cmp_B,organic
user_80,2023-01-23 22:32:36,cmp_A,organic
user_25,2023-01-07 13:52:05,cmp_B,organic
user_46,2023-01-03 13:00:30,cmp_A,paid
user_126,2023-01-25 12:36:55,cmp_B,referral
user_161,2023-01-24 06:46:35,cmp_B,organic
user_19,2023-01-25 22:35:14,cmp_B,referral
user_31,2023-01-29 03:51:27,cmp_B,organic
user_57,2023-01-08 17:19:30,cmp_B,organic
user_71,2023-01-10 17:39:54,cmp_B,referral
user_200,2023-01-02 07:24:27,cmp_A,paid
user_97,2023-01-26 00:04:53,cmp_B,organic
user_132,2023-01-12 04:53:55,cmp_A,organic
user_181,2023-01-26 05:14:03,cmp_B,organic
user_93,2023-01-07 07:51:13,cmp_B,paid
user_28,2023-01-07 18:39:54,cmp_A,paid
user_177,2023-01-02 13:16:58,cmp_B,organic
user_34,2023-01-06 16:06:47,cmp_B,paid
user_112,2023-01-28 17:25:39,cmp_A,referral
user_89,2023-01-19 09:22:11,cmp_A,organic
user_21,2023-01-19 15:34:29,cmp_B,paid
user_107,2023-01-05 10:45:33,cmp_B,referral
user_140,2023-01-01 07:43:49,cmp_B,paid
user_17,2023-01-15 02:29:57,cmp_A,organic
user_52,2023-01-28 13:13:03,cmp_B,organic
user_175,2023-01-22 09:00:56,cmp_A,referral
user_30,2023-01-26 15:17:18,cmp_A,organic
user_98,2023-01-15 18:19:36,cmp_B,paid
user_120,2023-01-13 09:13:20,cmp_A,referral
user_134,2023-01-01 11:46:25,cmp_A,referral
user_150,2023-01-07 06:20:13,cmp_B,organic
user_142,2023-01-12 09:42:40,cmp_A,organic
user_43,2023-01-13 21:30:30,cmp_B,referral
user_41,2023-01-14 08:55:40,cmp_A,organic
user_163,2023-01-09 17:34:53,cmp_B,paid
user_104,2023-01-07 10:28:48,cmp_A,organic
user_173,2023-01-13 21:03:58,cmp_A,organic
user_152,2023-01-08 22:04:46,cmp_A,paid
user_29,2023-01-03 09:00:30,cmp_B,referral
user_110,2023-01-27 08:33:56,cmp_A,referral
user_87,2023-01-28 09:38:11,cmp_B,paid
user_70,2023-01-10 00:47:12,cmp_B,organic
user_111,2023-01-30 01:14:28,cmp_B,organic
user_109,2023-01-06 04:42:38,cmp_A,referral
user_36,2023-01-20 05:59:04,cmp_B,organic
user_106,2023-01-10 18:50:43,cmp_B,referral
user_190,2023-01-29 12:32:24,cmp_B,organic
user_66,2023-01-29 06:18:59,cmp_B,referral
user_20,2023-01-01 00:21:41,cmp_B,referral
user_198,2023-01-14 14:06:04,cmp_B,paid
user_194,2023-01-23 09:59:00,cmp_B,organic
user_33,2023-01-26 17:46:03,cmp_B,paid
user_14,2023-01-24 17:52:45,cmp_B,paid
user_15,2023-01-30 05:35:56,cmp_B,organic
user_135,2023-01-01 17:16:49,cmp_B,organic
user_65,2023-01-28 23:38:10,cmp_A,organic
user_23,2023-01-14 22:19:17,cmp_B,organic
user_72,2023-01-17 21:11:12,cmp_A,referral
user_50,2023-01-02 05:26:15,cmp_A,referral
user_74,2023-01-19 16:38:19,cmp_A,referral
user_186,2023-01-30 21:34:39,cmp_A,paid
user_148,2023-01-14 22:10:40,cmp_A,referral
user_164,2023-01-02 02:06:35,cmp_B,referral
user_22,2023-01-10 01:41:46,cmp_B,paid
user_157,2023-01-04 17:29:56,cmp_A,paid
user_138,2023-01-26 17:30:30,cmp_A,organic
user_156,2023-01-01 03:49:27,cmp_A,referral
user_160,2023-01-14 16:57:41,cmp_A,referral
user_166,2023-01-25 06:59:37,cmp_A,referral
user_182,2023-01-16 21:40:24,cmp_A,organic
